,Bigram,Count
2531,Fernando Bittar,18
2529,governo Lula,18
2518,presidente Donald,18
2515,Península Coreana,18
2512,200 mil,18
2520,mísseis nucleares,18
2482,chapa DilmaTemer,18
2471,federal Sergio,18
2465,última terçafeira,18
2435,braço direito,18
2434,Papa Francisco,18
2412,Henrique Amorim,18
2409,exdeputado Eduardo,18
2400,Fidel Castro,18
2395,Edir Macedo,18
2394,Sírio Libanês,18
2476,algum tipo,18
2733,Trump disse,17
2704,Vara Criminal,17
2708,direitos humanos,17
2713,operação LavaJato,17
2720,ditador nortecoreano,17
2773,interino Michel,17
2736,longo alcance,17
2742,exercícios militares,17
2760,Diário Oficial,17
2771,José Guimarães,17
2697,opinião pública,17
2774,presidenta Dilma,17
2699,ditador Kim,17
2718,governo Michel,17
2690,Bolsa Família,17
2646,revista Época,17
2684,corrupção ativa,17
2590,leia aqui,17
2598,cargo público,17
2617,alguma coisa,17
2625,classe política,17
2594,vai dar,17
2650,dia seguinte,17
2664,luta contra,17
2672,Banco Central,17
2674,Santa Cruz,17
2678,Amanda Nunes,17
2974,investigações contra,16
2925,poderão ser,16
2926,mísseis balísticos,16
2945,Lula quer,16
2947,Paulo Maluf,16
2949,luta armada,16
2950,três meses,16
2951,forças armadas,16
2967,semana passada,16
2971,direitos políticos,16
2987,Jornal Nacional,16
2975,campanhas eleitorais,16
2977,senadora Gleisi,16
2980,segurança pública,16
2982,guerra contra,16
2986,Aedes aegypti,16
3004,13a Vara,16
3005,Mauro Marcondes,16
3006,pedaladas fiscais,16
2905,São Francisco,16
2922,deve estar,16
2863,Alexandre Garcia,16
2899,ser julgado,16
2829,jornal Estadão,16
2891,funcionários públicos,16
2779,República Rodrigo,16
2782,fala sobre,16
2783,precisou ser,16
2790,pra cima,16
2811,patrimônio público,16
2820,vai acontecer,16
2823,grande mídia,16
2824,New York,16
2809,presidente Trump,16
2840,Uma outra,16
2846,discurso feito,16
2777,maior parte,16
2870,Uma coisa,16
2873,pra ver,16
2875,Nunes Brückner,16
2877,dinheiro roubado,16
2889,Lula poderá,16
2845,desse país,16
3209,quer ser,15
3228,muita coisa,15
3226,pediu ajuda,15
3220,líder nortecoreano,15
3216,Não podemos,15
3196,qualquer pessoa,15
3203,ainda hoje,15
3201,Não adianta,15
3198,Francisco Everardo,15
3240,Nações Unidas,15
3239,Vladmir Putin,15
3311,Jogos Olímpicos,15
3253,senador Romero,15
3255,Roberto Costa,15
3264,Não sei,15
3272,Petrobras Nestor,15
3284,dias após,15
3286,ser presidente,15
3291,Lula ainda,15
3303,Caixa Econômica,15
3304,neste ano,15
3308,Janaína Paschoal,15
3170,tomou conta,15
3179,Cláudia Cruz,15
3187,exsenador Delcídio,15
3168,Segurança Pública,15
3096,segundo lugar,15
3030,comentou sobre,15
3053,vídeo divulgado,15
3058,ainda tentou,15
3061,mídia estatal,15
3066,Temer disse,15
3073,Jucá PMDBRR,15
3077,jornal The,15
3085,Eunício Oliveira,15
3090,Valdemiro Santiago,15
3091,Após ser,15
3017,tudo indica,15
3103,nota oficial,15
3110,Brad Pitt,15
3113,jornalista Cláudio,15
3115,Roberto Teixeira,15
3118,Neves PSDBMG,15
3132,falar sobre,15
3145,fato aconteceu,15
3162,Bolsonaro PSCRJ,15
3164,alto escalão,15
3167,Igreja Católica,15
3108,Esse cidadão,15
3552,investigações sobre,14
3576,agentes públicos,14
3566,pessoas morreram,14
3558,esquema criminoso,14
3527,Kim Jon,14
3549,detalhes sobre,14
3548,armas químicas,14
3547,pra entender,14
3544,dez anos,14
3586,Machado expresidente,14
3582,última sexta,14
3609,Sílvio Santos,14
3589,Camargo Corrêa,14
3592,mesma coisa,14
3596,ainda informou,14
3604,Jonas Suassuna,14
3607,passou mal,14
3613,Cláudio Lula,14
3615,capital paulista,14
3617,últimos dias,14
3619,poderá ter,14
3621,Alexandre Frota,14
3488,míssil nuclear,14
3497,presidente chinês,14
3580,empreiteira OAS,14
3484,Exército Brasileiro,14
3407,Aérea Brasileira,14
3477,próximo presidente,14
3358,ser considerado,14
3364,pode fazer,14
3365,receber propina,14
3375,Calheiros PMDBAL,14
3387,denúncias contra,14
3389,alta cúpula,14
3393,Sérgio Cabral,14
3398,parada cardíaca,14
3401,ser condenado,14
3405,precisa ser,14
3388,alguns meses,14
3408,manhã desta,14
3445,Herman Benjamin,14
3342,outra coisa,14
3469,salário mínimo,14
3462,Eugênio Aragão,14
3459,delações premiadas,14
3473,Quem sabe,14
3444,vicepresidente Michel,14
3443,vídeo postado,14
3423,Para encerrar,14
3416,empresário Joesley,14
3859,Kim Jong,13
3894,ter feito,13
3892,espaço aéreo,13
3888,outros dois,13
3885,passa bem,13
3878,equipe médica,13
3843,bomba nuclear,13
3844,dois dias,13
3904,marqueteiro João,13
3840,nunca antes,13
3836,Questionado sobre,13
3824,governos Lula,13
3809,última quartafeira,13
3898,Diogo Mainardi,13
4010,defender Dilma,13
3915,Dilma pode,13
3942,vai processar,13
3946,Léo Dias,13
3948,Dilma disse,13
3959,Força Nacional,13
3974,outras pessoas,13
3989,Vossa excelência,13
3991,Jesus Cristo,13
4000,confira abaixo,13
4005,senador Magno,13
4009,disse Dilma,13
3807,Leia abaixo,13
4013,Comando Militar,13
4015,Rui Falcão,13
3808,governo brasileiro,13
3816,neste exato,13
3798,último fim,13
3720,Albert Einstein,13
3790,Roberto Barroso,13
3622,Danilo Gentili,13
3628,nesse país,13
3633,Força Tarefa,13
3649,dois meses,13
3653,deputados federais,13
3656,próxima semana,13
3661,FORO PRIVILEGIADO,13
3680,governos petistas,13
3693,Igreja Mundial,13
3704,ninguém menos,13
3710,publicou hoje,13
3713,eleição presidencial,13
3677,Ele ainda,13
3721,PGR Rodrigo,13
3756,Econômica Federal,13
3722,grandes chances,13
3784,casa caiu,13
3776,10a Vara,13
3762,Eduardo Alves,13
3761,Henrique Eduardo,13
3760,muitas vezes,13
3786,ser usado,13
3737,Tribunal Regional,13
3729,alguns dias,13
3728,Zona Sul,13
3726,honesta deste,13
3724,primeiro mandato,13
4364,recebido dinheiro,12
4419,policiais militares,12
4414,vai virar,12
4411,última segundafeira,12
4395,Nos últimos,12
4392,advogado José,12
4377,nesta quartafeira,12
4358,Marcos Valério,12
4361,STF Teori,12
4318,velhinhos aposentados,12
4355,Para finalizar,12
4348,metros quadrados,12
4342,Terceira Guerra,12
4338,ator global,12
4421,Chico Buarque,12
4480,doença celíaca,12
4428,tão grande,12
4430,Lula estaria,12
4432,pecuarista José,12
4437,canal Globo,12
4444,vai ficar,12
4445,contas públicas,12
4453,Fora Temer,12
4455,Marcelo Rezende,12
4456,asilo político,12
4457,Universidade Federal,12
4461,Fortuna estimada,12
4469,Banco Schahin,12
4470,deputado afastado,12
4474,Maria Braga,12
4328,Sem Terra,12
4167,anos atrás,12
4315,deve ter,12
4155,ministro relator,12
4300,divulga vídeo,12
4030,sobre Lula,12
4035,única coisa,12
4036,pedir desculpas,12
4039,Raul Jungmann,12
4044,vídeo onde,12
4064,grava vídeo,12
4076,aconteceu durante,12
4078,economia brasileira,12
4079,disse ainda,12
4092,York Times,12
4106,vídeo publicado,12
4130,Angelina Jolie,12
4153,Aurélio Mello,12
4037,governo corrupto,12
4188,Correio Braziliense,12
4247,crime contra,12
4293,Carlos Araújo,12
4193,crimes cometidos,12
4288,vai acabar,12
4264,nobre parlamentar,12
4250,carta aberta,12
4279,Segunda Guerra,12
4246,Willian Bonner,12
4237,ministra Cármen,12
4230,Vanessa Graziotin,12
4195,disse ter,12
4243,horas após,12
4227,várias vezes,12
4898,duas pessoas,11
4872,petista Gleisi,11
4873,cenário político,11
4885,Gilberto Carvalho,11
4908,Felipe Moura,11
4901,sendo vítima,11
4912,200 milhões,11
4914,Boa Esporte,11
4862,Edison Lobão,11
4917,Lula Ele,11
4865,ponto final,11
4830,presidente americano,11
4859,ataque químico,11
4851,desta segundafeira,11
4848,Emílio Odebrecht,11
4844,Barack Obama,11
4836,pra mim,11
4817,vão ter,11
4799,última vez,11
4797,Pyongyang capital,11
4796,conflito nuclear,11
4790,pediu desculpas,11
4925,vídeo mostra,11
4921,Não existe,11
5001,Roberto Carlos,11
4929,LavaJato vai,11
4999,Hillary Clinton,11
5039,Tocha Olímpica,11
5036,oito anos,11
5032,senadora Vanessa,11
5031,Pablo Escobar,11
5026,milhões Aposentadoria,11
5022,Cesare Battisti,11
5021,pedir asilo,11
5015,alguns anos,11
5005,deputado petista,11
4781,local onde,11
4997,febre amarela,11
4935,três vezes,11
4989,Ele quer,11
4985,igreja evangélica,11
4974,medidas provisórias,11
4972,Fábio Luís,11
4962,família Lula,11
4960,senador Ronaldo,11
4955,empreiteira Odebrecht,11
4954,Poder Judiciário,11
4948,Belo Monte,11
4946,acidente aéreo,11
4785,fortes dores,11
4833,mundo inteiro,11
4778,testes nucleares,11
4552,vida pública,11
4598,vai parar,11
4596,Rodrigo Rocha,11
4586,classe média,11
4584,ser denunciado,11
4582,primeiro lugar,11
4581,dias antes,11
4569,Transpetro Sérgio,11
4565,André Esteves,11
4564,Temer diz,11
4556,ser chamado,11
4548,Nas redes,11
4636,João Pedro,11
4527,Ricardo Noblat,11
4524,Ele afirmou,11
4519,contra mim,11
4518,pra cadeia,11
4517,vai pra,11
4502,Retrospectiva2017 AsMaisLidas,11
4501,nesta segundafeira,11
4496,abre aspas,11
4776,prestar depoimento,11
4486,Andrea Neves,11
4607,senador Renan,11
4491,próximo ano,11
4652,tornozeleira eletrônica,11
4705,poderá acontecer,11
4660,início deste,11
4765,Randolfe Rodrigues,11
4745,Deputado Federal,11
4744,Justiça Eleitoral,11
4740,Luciano Huck,11
4734,cometeu crime,11
4730,comissão especial,11
4725,contra Dilma,11
4721,nesta terçafeira,11
4713,Luís Roberto,11
4773,ogivas nucleares,11
4704,país inteiro,11
4695,Brasil pode,11
4694,disputa presidencial,11
4687,Leo Dias,11
4684,Marcelo Resende,11
4683,Deu pra,11
4681,podem estar,11
4674,pronunciou sobre,11
4667,dias contados,11
4664,Agência Brasileira,11
4696,bem claro,11
5473,José Mayer,10
5462,Bashar alAssad,10
5467,Não quero,10
5468,edifício Solaris,10
5497,mil mensais,10
5480,Dilma vai,10
5487,após ter,10
5493,Ronan Maria,10
5494,Maria Pinto,10
5452,dez dias,10
5423,bombas nucleares,10
5450,Los Angeles,10
5442,regime militar,10
5428,função pública,10
5426,guerra mundial,10
5406,nortecoreano Kim,10
5403,então presidente,10
5396,balístico intercontinental,10
5395,líder comunista,10
5394,continente americano,10
5393,nenhum tipo,10
5504,Paraná Pesquisas,10
5500,escolas públicas,10
5621,Edinho Silva,10
5513,decisão tomada,10
5629,exministro Paulo,10
5373,vai pedir,10
5679,Arte Moderna,10
5677,próximo domingo,10
5671,Figueiredo Basto,10
5652,Kin Jongun,10
5645,Paula Rousseff,10
5643,Mark Zuckerberg,10
5642,Serviço Secreto,10
5637,Governo Temer,10
5622,situação política,10
5521,Ana Amélia,10
5612,George Soros,10
5611,qualquer outro,10
5606,petista disse,10
5600,pode causar,10
5581,fazia parte,10
5571,Paraná Portal,10
5539,Mesmo assim,10
5530,próxima segundafeira,10
5524,nesta sextafeira,10
5375,Reino Eremita,10
5608,quatro meses,10
5372,sistema político,10
5215,entrevista concedida,10
5210,Gebran Neto,10
5204,Cristiano Zanin,10
5193,The Sun,10
5189,Como dizia,10
5179,desse tipo,10
5174,nesta quintafeira,10
5172,Bolsonaro PSC,10
5053,acusações contra,10
5171,imagem acima,10
5170,Mônica Bérgamo,10
5169,prisão domiciliar,10
5162,contra Michel,10
5161,provas contra,10
5151,poderiam ser,10
5143,inquérito contra,10
5113,Clube Militar,10
5109,Big Brother,10
5106,todo poderoso,10
5064,fecha aspas,10
5056,países comunistas,10
5370,segunda vez,10
5213,Caetano Veloso,10
5117,eleições diretas,10
5219,tarde desta,10
5299,sociedade brasileira,10
5224,danos morais,10
5367,Regional Federal,10
5366,capital paranaense,10
5362,via caixa,10
5350,Temer vai,10
5349,ser investigado,10
5331,primeiro turno,10
5321,Ricardo Boechat,10
5309,vem sendo,10
5352,jornal Valor,10
5297,país vizinho,10
5233,deixou claro,10
5290,Que Deus,10
5229,história deste,10
5232,Você vai,10
5231,deste mês,10
5237,muitos anos,10
5251,medidas contra,10
5267,próprio Lula,10
5228,Nunca antes,10
6272,saúde pública,9
6271,Lula fez,9
6339,emenda constitucional,9
6283,Alvaro Dias,9
6290,muitas pessoas,9
6308,colaboração premiada,9
6312,Logo após,9
6320,apoio político,9
6363,decoro parlamentar,9
6340,evitando assim,9
6342,pode voltar,9
6353,reforma política,9
6368,Revista Época,9
6374,quis dizer,9
6266,vantagens indevidas,9
6375,Vossa Excelência,9
6267,conta corrente,9
6206,pode chegar,9
6254,Até agora,9
6251,dinheiro desviado,9
6386,região metropolitana,9
6182,tudo bem,9
6190,Você pode,9
6194,presidente eleito,9
6197,partir daí,9
6203,medida provisória,9
6205,presidente russo,9
6221,ator José,9
6232,acabou sendo,9
6237,neste fim,9
6241,prisão temporária,9
6242,Santo André,9
6243,Celso Daniel,9
6245,fazer parte,9
6250,Pedro Corrêa,9
6377,raça humana,9
6499,Fernando Baiano,9
6396,poucos dias,9
6487,Mônica Bergamo,9
6491,Não vai,9
6493,principais jornais,9
6173,Norte disse,9
6502,investigação sobre,9
6503,ser candidato,9
6510,jornal Extra,9
6512,Fora Dilma,9
6516,Ricardo Pessoa,9
6517,nada menos,9
6521,exercício Michel,9
6523,vírus zika,9
6528,Eleitoral TSE,9
6529,falsidade ideológica,9
6531,general Mourão,9
6532,Rio Doce,9
6488,Fausto Silva,9
6484,petista Delcídio,9
6404,algumas pessoas,9
6478,próximo alvo,9
6407,Ele declarou,9
6408,recursos públicos,9
6416,pra frente,9
6418,William Bonner,9
6419,deputado Tiririca,9
6428,petista José,9
6432,vai fugir,9
6435,colunista Lauro,9
6436,Marcelo Calero,9
6437,novo governo,9
6440,ministro Dias,9
6441,Custo Brasil,9
6448,senadores petistas,9
6475,verba pública,9
6476,marido Paulo,9
6178,estaria sendo,9
6313,defender Lula,9
6155,próximo passo,9
5871,Letícia Lula,9
5835,Ele conta,9
5837,Marcelo Bretas,9
5842,violência contra,9
5857,grupo JBS,9
5861,Não vamos,9
5862,sociais mostra,9
5869,direito constitucional,9
5872,desta quintafeira,9
5910,outro país,9
5873,prisão contra,9
5874,presidente nacional,9
5875,dia antes,9
5881,deveria estar,9
5885,Lula comentou,9
5891,ministro Marco,9
5893,circuito interno,9
5833,Neves PSDB,9
5832,afirmou ter,9
5827,Que coisa,9
5815,último mês,9
6154,pode atingir,9
5681,senador afastado,9
5682,contra Aécio,9
5690,300 milhões,9
5699,Roberto Requião,9
5713,Lula recebeu,9
5728,nesse momento,9
5729,opinião sobre,9
5733,Uma mulher,9
5735,The Guardian,9
5746,vários políticos,9
5755,Brasil disse,9
5764,poder público,9
5774,últimas semanas,9
5806,parece estar,9
5908,Globo informou,9
5779,revista IstoÉ,9
5921,diz respeito,9
6027,Arena Corinthians,9
6063,britânico Daily,9
6078,ter cometido,9
6083,durante entrevista,9
6096,durante anos,9
6098,conta própria,9
6104,Paulo Chagas,9
6109,deveriam ser,9
6129,irá acontecer,9
6130,Shinzo Abe,9
6132,Rex Tillerson,9
6134,desta semana,9
6136,ação militar,9
6137,vezes maior,9
5922,exdeputado federal,9
6145,quase todos,9
6058,linha sucessória,9
6127,ocorreu durante,9
6025,prisão perpétua,9
5970,Renato Duque,9
5929,The Mirror,9
5942,Tico Santa,9
6011,Gomes PDT,9
5954,dinheiro sujo,9
5956,Silas Malafaia,9
5958,Luiz Fux,9
5967,regime fechado,9
5960,Rosa Weber,9
6007,neste país,9
5978,governo estadual,9
5984,vai cair,9
5994,STF Gilmar,9
5971,Paulo João,9
6004,senador Lindbergh,9
7291,poderia estar,8
7308,capital federal,8
7315,cantor Victor,8
7283,ministro Geddel,8
7310,texto abaixo,8
7296,Vera Magalhães,8
7304,segundo informações,8
7292,estar sendo,8
7326,ser alvo,8
7286,Carlos Marun,8
7319,José Yunes,8
7352,atentado contra,8
7333,publicou ontem,8
7337,atual governo,8
7339,administração pública,8
7341,Brasil vai,8
7343,Eduardo Paes,8
7367,divulgou nota,8
7372,Machado disse,8
7380,expresidente disse,8
7277,José Roberto,8
7384,iguais perante,8
7381,prender Lula,8
7282,Federal MPF,8
7154,agência estatal,8
7272,prestou depoimento,8
7264,crimes comuns,8
7122,tomar medidas,8
7393,havia dito,8
7135,reforma agrária,8
7137,avião presidencial,8
7143,Todo mundo,8
7145,vai morrer,8
7148,Nas imagens,8
7150,STF Supremo,8
7156,gente sabe,8
7164,diz ter,8
7174,Uma fonte,8
7191,Oliveira Silva,8
7195,outros partidos,8
7204,jornal Estado,8
7212,sabe disso,8
7216,Câmara Municipal,8
7231,pra gente,8
7232,Instituto Paraná,8
7242,Dilma diz,8
7250,mundo político,8
7252,Esse tipo,8
7387,Grupo Odebrecht,8
7585,Jorge Kajuru,8
7395,ninguém sabe,8
7590,futuro presidente,8
7549,lavagem cerebral,8
7563,RIO 2016,8
7570,governo interino,8
7573,Letícia Sabatella,8
7574,desta vez,8
7577,impeachment contra,8
7580,deputado estadual,8
7581,cumprir pena,8
7583,programa Mais,8
7589,Jandira Feghali,8
7591,BTG Pactual,8
7396,curto período,8
7592,tentar salvar,8
7593,ministro disse,8
7598,ministro ainda,8
7599,Carlos Sampaio,8
7600,vice Michel,8
7607,Comando Nacional,8
7616,fake news,8
7618,destruir totalmente,8
7620,Porto Rico,8
7104,então porque,8
7543,disse ontem,8
7536,policiais federais,8
7524,carros oficiais,8
7520,Villas Bôas,8
7407,hospital público,8
7414,Defesa Civil,8
7426,greve geral,8
7429,organizações criminosas,8
7437,Norte informou,8
7438,pastor evangélico,8
7446,Tio Mark,8
7450,Nossa Senhora,8
7453,Evaristo Costa,8
7457,deputada Maria,8
7462,ainda fez,8
7476,Por favor,8
7478,Antonio Carlos,8
7479,Fabiano Silveira,8
7481,Amaral PTMS,8
7482,assessor especial,8
7494,senado Renan,8
7497,Antagonista informou,8
7508,Presidente Michel,8
7511,eleições municipais,8
7514,Alberto Youssef,8
7109,dessa forma,8
6969,tempo real,8
7103,horário local,8
6795,nova namorada,8
6716,Ricardo Saud,8
6724,vai dizer,8
6728,Fábio Assunção,8
6734,Lula pede,8
6746,Pedro Gebran,8
6750,nesse caso,8
6760,março deste,8
6772,máquina pública,8
6783,dois filhos,8
6786,exministro Guido,8
6804,Henrique Meirelles,8
6856,ficaram feridas,8
6806,100 anos,8
6807,Brasil precisa,8
6813,Confira abaixo,8
6815,Vamos fazer,8
6829,construtora OAS,8
6834,cantor sertanejo,8
6836,Instituto Nacional,8
6843,Doria PSDB,8
6847,Superior Tribunal,8
6848,código penal,8
6705,atendimento médico,8
6696,outro nome,8
6683,Mendonça Filho,8
6682,deste sábado,8
6542,República Dominicana,8
7102,capacidade nuclear,8
6544,Câmara Federal,8
6553,urnas eletrônicas,8
6554,porém ainda,8
6565,outra pessoa,8
6588,Wladimir Costa,8
6589,receberam dinheiro,8
6598,jornal Correio,8
6602,poderá ocorrer,8
6609,Getúlio Vargas,8
6617,artigo publicado,8
6620,regime comunista,8
6622,Uma mensagem,8
6632,tomar posse,8
6635,tanto quanto,8
6652,pra ser,8
6655,Câmara Eduardo,8
6668,Veja informou,8
6677,questionado sobre,8
6679,outros líderes,8
6850,Conselho Nacional,8
6645,dois países,8
6865,sociedade civil,8
7054,Theresa May,8
7003,Ronald Reagan,8
7004,ataques nucleares,8
7008,todo custo,8
7016,estatal KCNA,8
7031,Dilma poderá,8
7034,Kim JongUn,8
7035,início desta,8
7045,sendo alvo,8
7050,Brasil inteiro,8
